usage_id,customer_id,date,data_usage_mb,call_minutes,sms_count
USG02530,CUST0091,2025-07-14,1443,483,59
USG02531,CUST0420,2026-02-04,1437,76,77
USG02532,CUST0297,2026-01-18,192,453,70
USG02533,CUST0150,2026-04-04,597,45,49
USG02534,CUST0611,2025-06-07,946,367,19
USG02535,CUST0287,2026-03-22,256,399,80
USG02536,CUST1461,2025-05-15,1505,305,10
USG02537,CUST0866,2025-05-16,563,114,8
USG02538,CUST1447,2025-10-02,1439,188,6
USG02539,CUST0600,2025-07-03,898,290,33
USG02540,CUST1499,2026-04-05,539,178,53
USG02541,CUST1747,2025-05-11,980,215,66
USG02542,CUST0440,2025-09-27,1612,483,93
USG02543,CUST1501,2025-08-24,931,71,11
USG02544,CUST1421,2025-07-28,302,282,37
USG02545,CUST1325,2026-02-25,962,326,60
USG02546,CUST0336,2026-02-24,1497,427,60
USG02547,CUST1900,2026-01-16,682,296,53
USG02548,CUST1778,2025-06-13,1513,388,1
USG02549,CUST0132,2025-08-23,1568,246,97
USG02550,CUST1110,2025-10-18,246,149,28
USG02551,CUST0933,2025-06-16,491,161,24
USG02552,CUST1537,2025-09-08,369,438,59
USG02553,CUST1556,2025-07-11,948,401,69
USG02554,CUST0077,2025-05-01,395,460,30
USG02555,CUST0452,2025-06-28,1198,37,40
USG02556,CUST1238,2025-07-17,456,216,12
USG02557,CUST0065,2026-03-18,654,57,56
USG02558,CUST1155,2025-10-20,388,357,73
USG02559,CUST0962,2025-07-13,1860,220,17
USG02560,CUST1601,2026-02-03,1928,346,58
USG02561,CUST1974,2026-01-06,466,119,61
USG02562,CUST1025,2025-08-28,1941,381,12
USG02563,CUST1569,2025-06-16,1082,47,74
USG02564,CUST1143,2026-02-15,881,228,57
USG02565,CUST0484,2026-01-04,1146,126,73
USG02566,CUST1292,2025-06-18,1791,28,86
USG02567,CUST0670,2025-10-22,147,94,96
USG02568,CUST0907,2026-01-09,696,59,70
USG02569,CUST0689,2025-07-12,320,218,75
USG02570,CUST1467,2025-11-18,942,435,51
USG02571,CUST1413,2026-01-05,1309,363,52
USG02572,CUST0931,2025-08-07,854,95,6
USG02573,CUST0756,2025-04-28,542,85,89
USG02574,CUST0989,2025-12-12,194,471,50
USG02575,CUST1909,2025-06-05,1634,359,14
USG02576,CUST0324,2025-07-31,1309,18,83
USG02577,CUST0219,2025-08-26,1026,398,79
USG02578,CUST0889,2026-02-23,188,249,71
USG02579,CUST0848,2025-05-07,290,146,74
USG02580,CUST1167,2025-07-10,1015,423,34
USG02581,CUST1030,2025-08-31,1130,90,23
USG02582,CUST1720,2025-06-10,925,389,89
USG02583,CUST0702,2025-12-20,1770,32,77
USG02584,CUST1517,2025-11-23,701,134,56
USG02585,CUST0190,2026-01-08,162,379,76
USG02586,CUST0021,2025-06-08,1601,252,84
USG02587,CUST1658,2025-12-31,783,280,85
USG02588,CUST0060,2025-06-06,1349,189,30
USG02589,CUST0432,2025-05-17,1351,468,73
USG02590,CUST1372,2026-01-23,192,410,87
USG02591,CUST1747,2025-07-16,1043,139,100
USG02592,CUST0700,2025-10-29,1564,425,91
USG02593,CUST1092,2025-07-15,1084,418,14
USG02594,CUST0345,2026-03-22,918,315,20
USG02595,CUST1275,2026-04-11,651,310,8
USG02596,CUST1393,2025-04-23,1428,370,15
USG02597,CUST0284,2026-02-19,302,107,49
USG02598,CUST0349,2026-03-16,1750,295,90
USG02599,CUST1488,2026-02-21,871,70,82
USG02600,CUST0140,2026-04-03,1768,240,18
USG02601,CUST1634,2025-07-19,710,144,50
USG02602,CUST1392,2026-02-27,342,295,82
USG02603,CUST1377,2025-08-08,351,178,15
USG02604,CUST1570,2026-01-15,935,484,70
USG02605,CUST1588,2026-03-08,512,56,75
USG02606,CUST1202,2026-04-21,631,451,23
USG02607,CUST1036,2026-03-24,746,124,3
USG02608,CUST0015,2026-02-07,1987,461,30
USG02609,CUST0063,2026-01-09,1674,195,24
USG02610,CUST0850,2025-04-25,1121,66,66
USG02611,CUST0141,2025-10-13,1847,261,78
USG02612,CUST0808,2026-01-09,1691,330,8
USG02613,CUST1326,2025-09-16,1518,334,29
USG02614,CUST0958,2026-02-06,174,466,100
USG02615,CUST0111,2025-08-24,487,163,36
USG02616,CUST0722,2026-01-07,893,424,88
USG02617,CUST0289,2025-10-02,1868,414,56
USG02618,CUST1257,2025-05-27,381,437,73
USG02619,CUST0819,2025-07-05,929,201,62
USG02620,CUST0237,2025-05-15,1689,82,2
USG02621,CUST0090,2026-02-17,1972,263,100
USG02622,CUST0506,2025-12-02,1897,143,42
USG02623,CUST1729,2025-09-10,1598,119,30
USG02624,CUST1383,2025-05-08,606,63,19
USG02625,CUST0207,2025-09-20,1884,130,42
USG02626,CUST1069,2025-10-05,1032,447,72
USG02627,CUST1167,2026-01-15,1027,174,81
USG02628,CUST0835,2026-04-14,226,400,18
USG02629,CUST1563,2025-12-11,1504,229,10
USG02630,CUST0975,2025-06-04,1093,258,80
USG02631,CUST0394,2025-07-03,827,332,41
USG02632,CUST1736,2025-05-12,1374,269,43
USG02633,CUST1307,2025-05-17,566,294,95
USG02634,CUST1446,2025-09-09,726,213,83
USG02635,CUST0142,2026-01-25,1487,424,99
USG02636,CUST0470,2026-02-06,844,80,99
USG02637,CUST0012,2025-05-23,1634,61,38
USG02638,CUST1315,2025-12-30,1022,460,47
USG02639,CUST1654,2025-11-21,197,175,0
USG02640,CUST0130,2025-11-12,1748,83,54
USG02641,CUST0735,2025-11-17,840,17,50
USG02642,CUST1575,2025-11-02,1819,436,23
USG02643,CUST1113,2026-02-24,326,11,50
USG02644,CUST1112,2025-08-19,483,70,25
USG02645,CUST1015,2025-04-26,830,472,11
USG02646,CUST0650,2025-07-14,1715,186,74
USG02647,CUST0040,2025-08-24,601,227,36
USG02648,CUST0261,2025-06-26,1656,18,60
USG02649,CUST1131,2025-06-26,1249,296,4
USG02650,CUST1527,2025-08-21,671,142,77
USG02651,CUST1723,2025-06-18,132,451,73
USG02652,CUST1405,2025-08-03,1311,82,28
USG02653,CUST0957,2025-12-24,284,99,47
USG02654,CUST1859,2026-04-16,1156,197,42
USG02655,CUST0909,2025-06-17,1005,20,32
USG02656,CUST0901,2025-07-16,1067,323,61
USG02657,CUST1801,2026-03-06,865,112,50
USG02658,CUST1803,2025-09-06,915,498,49
USG02659,CUST0330,2025-06-30,778,489,77
USG02660,CUST1203,2025-09-08,990,342,0
USG02661,CUST0135,2025-07-13,607,367,54
USG02662,CUST1938,2025-09-17,894,289,89
USG02663,CUST0519,2025-08-28,1837,332,68
USG02664,CUST1413,2026-04-12,1469,177,43
USG02665,CUST1528,2025-07-16,1786,206,11
USG02666,CUST0348,2025-11-19,999,152,7
USG02667,CUST0064,2026-03-05,1291,202,45
USG02668,CUST1862,2025-05-25,941,189,18
USG02669,CUST1623,2026-01-08,355,451,26
USG02670,CUST0491,2025-11-19,1218,315,57
USG02671,CUST0874,2025-12-17,1100,319,18
USG02672,CUST0715,2025-10-08,1626,157,11
USG02673,CUST0251,2025-10-03,1526,88,88
USG02674,CUST1936,2025-09-10,1819,456,88
USG02675,CUST0113,2025-08-23,1073,471,35
USG02676,CUST1581,2026-03-23,1178,81,69
USG02677,CUST1238,2026-03-19,109,112,37
USG02678,CUST1244,2025-07-17,1284,275,89
USG02679,CUST1764,2026-04-01,1558,315,84
USG02680,CUST1963,2025-06-22,1520,434,2
USG02681,CUST1522,2026-04-02,757,378,0
USG02682,CUST0038,2025-06-09,1780,37,91
USG02683,CUST1545,2025-11-18,1651,286,8
USG02684,CUST0951,2026-04-08,1174,379,69
USG02685,CUST1273,2025-12-25,1478,257,36
USG02686,CUST0334,2026-04-16,1115,125,31
USG02687,CUST1988,2026-01-09,1740,45,88
USG02688,CUST0949,2026-03-06,934,355,43
USG02689,CUST1322,2025-10-20,644,117,49
USG02690,CUST1019,2025-08-19,1493,250,8
USG02691,CUST0645,2025-12-20,670,197,95
USG02692,CUST0656,2025-10-27,417,214,44
USG02693,CUST1403,2025-09-24,185,348,33
USG02694,CUST0311,2025-09-06,446,325,12
USG02695,CUST1597,2025-05-29,1140,368,47
USG02696,CUST0071,2025-07-14,575,135,6
USG02697,CUST0662,2026-04-13,1757,81,88
USG02698,CUST1888,2025-08-22,198,130,16
USG02699,CUST0943,2026-03-20,738,136,13
USG02700,CUST1804,2025-11-15,1402,229,84
USG02701,CUST1935,2025-07-05,1879,91,55
USG02702,CUST1658,2025-06-13,604,78,36
USG02703,CUST1018,2025-07-12,1661,273,77
USG02704,CUST0608,2025-12-15,1951,231,4
USG02705,CUST0741,2025-06-07,1649,137,34
USG02706,CUST1425,2025-07-26,650,449,33
USG02707,CUST1307,2026-04-13,1455,258,97
USG02708,CUST0434,2025-08-25,1347,161,54
USG02709,CUST0336,2025-06-11,912,470,86
USG02710,CUST0412,2026-01-10,1277,185,35
USG02711,CUST0884,2025-05-01,488,338,46
USG02712,CUST1203,2026-02-18,1368,420,39
USG02713,CUST1656,2025-10-03,1770,171,100
USG02714,CUST1442,2025-07-27,1714,304,72
USG02715,CUST1499,2025-08-09,1848,191,19
USG02716,CUST0339,2025-08-02,1665,299,79
USG02717,CUST1967,2025-10-27,1406,31,50
USG02718,CUST0763,2026-01-10,1491,347,72
USG02719,CUST1205,2025-05-09,299,141,87
USG02720,CUST0580,2025-12-30,1256,297,67
USG02721,CUST1500,2025-09-12,331,202,55
USG02722,CUST0678,2025-11-29,560,371,37
USG02723,CUST0841,2025-08-19,637,405,36
USG02724,CUST1925,2025-05-23,736,271,87
USG02725,CUST0344,2025-09-30,1688,32,94
USG02726,CUST0353,2026-02-02,116,117,37
USG02727,CUST1730,2026-03-10,1736,280,1
USG02728,CUST1844,2025-04-21,577,131,99
USG02729,CUST0692,2025-08-01,686,497,6
USG02730,CUST1889,2026-02-03,1288,85,73
USG02731,CUST1737,2026-02-28,1743,109,28
USG02732,CUST0269,2026-03-22,1273,339,64
USG02733,CUST1915,2026-04-20,492,126,94
USG02734,CUST0134,2026-01-29,474,192,41
USG02735,CUST1023,2025-10-29,556,426,36
USG02736,CUST0296,2026-02-28,1740,365,29
USG02737,CUST1961,2025-08-11,1038,397,45
USG02738,CUST0997,2026-02-03,1141,420,45
USG02739,CUST1506,2025-07-23,506,146,78
USG02740,CUST0665,2025-05-11,584,403,17
USG02741,CUST1048,2025-08-22,1560,193,62
USG02742,CUST0903,2025-11-14,1121,192,95
USG02743,CUST0825,2025-10-23,1005,14,38
USG02744,CUST0600,2025-09-30,1287,276,56
USG02745,CUST0579,2025-11-25,1239,387,13
USG02746,CUST1005,2025-10-10,1329,77,4
USG02747,CUST1201,2026-03-27,155,111,53
USG02748,CUST1120,2026-01-18,1662,493,83
USG02749,CUST1040,2026-03-14,707,32,73
USG02750,CUST1369,2026-01-30,1170,483,3
USG02751,CUST0113,2025-06-19,1295,447,39
USG02752,CUST0740,2025-06-05,1840,103,50
USG02753,CUST0390,2026-03-08,1657,212,86
USG02754,CUST1426,2025-08-20,1914,296,88
USG02755,CUST0628,2025-08-24,1554,416,41
USG02756,CUST0779,2026-02-01,260,113,31
USG02757,CUST0541,2025-10-14,1087,340,63
USG02758,CUST0715,2026-04-07,279,463,82
USG02759,CUST1409,2025-08-07,984,347,6
USG02760,CUST1560,2025-06-24,1936,71,9
USG02761,CUST0119,2025-05-02,1540,295,77
USG02762,CUST0245,2025-12-15,713,174,74
USG02763,CUST1693,2025-09-27,1833,65,51
USG02764,CUST1463,2026-02-13,140,265,54
USG02765,CUST1430,2025-11-01,1953,106,85
USG02766,CUST0330,2025-10-11,1843,108,49
USG02767,CUST0305,2026-04-07,1281,364,16
USG02768,CUST1458,2025-07-14,1083,68,23
USG02769,CUST0522,2025-05-31,796,154,50
USG02770,CUST1752,2025-09-25,1842,379,13
USG02771,CUST1122,2026-03-15,1751,40,26
USG02772,CUST1815,2025-08-09,1385,186,3
USG02773,CUST0802,2025-06-08,1576,436,23
USG02774,CUST0131,2026-03-28,977,85,3
USG02775,CUST0039,2025-11-13,925,494,40
USG02776,CUST0329,2025-12-02,1069,171,76
USG02777,CUST0540,2026-04-02,1652,122,82
USG02778,CUST0933,2025-09-13,757,430,45
USG02779,CUST1077,2026-03-17,766,51,19
USG02780,CUST0677,2025-07-17,809,195,11
USG02781,CUST1031,2025-07-12,889,279,59
USG02782,CUST1227,2025-06-06,630,212,53
USG02783,CUST0015,2025-10-12,866,123,63
USG02784,CUST1818,2025-11-01,1480,184,56
USG02785,CUST0661,2025-08-20,1407,48,46
USG02786,CUST1669,2025-08-01,752,80,82
USG02787,CUST0543,2025-05-21,1164,181,38
USG02788,CUST1374,2025-12-20,1876,404,31
USG02789,CUST1312,2026-04-01,933,55,83
USG02790,CUST0081,2026-02-26,1152,496,72
USG02791,CUST1667,2025-09-15,1624,72,63
USG02792,CUST0330,2025-12-10,1606,296,45
USG02793,CUST1949,2025-05-17,966,373,21
USG02794,CUST0860,2025-10-13,1734,113,89
USG02795,CUST1883,2025-12-01,1399,80,14
USG02796,CUST1259,2026-03-08,591,47,51
USG02797,CUST0843,2026-01-22,1219,359,65
USG02798,CUST0700,2025-12-28,1338,313,48
USG02799,CUST1630,2026-03-21,631,240,73
USG02800,CUST0911,2025-10-30,385,40,12
USG02801,CUST1367,2025-11-30,1058,105,91
USG02802,CUST0774,2025-10-01,1615,297,52
USG02803,CUST0055,2025-09-09,1072,233,30
USG02804,CUST0945,2026-01-02,718,369,27
USG02805,CUST0213,2026-03-15,579,411,19
USG02806,CUST0035,2025-04-30,993,462,93
USG02807,CUST0530,2025-08-16,942,228,45
USG02808,CUST1696,2025-10-22,533,411,81
USG02809,CUST1450,2025-08-16,1127,82,20
USG02810,CUST0646,2025-08-27,1213,225,15
USG02811,CUST1613,2026-01-03,813,152,38
USG02812,CUST1931,2025-09-20,379,481,68
USG02813,CUST1044,2025-11-23,1592,373,82
USG02814,CUST1968,2026-02-14,1711,490,68
USG02815,CUST0130,2025-08-14,658,95,79
USG02816,CUST1422,2025-08-14,1333,146,93
USG02817,CUST0184,2026-04-02,1324,342,25
USG02818,CUST0514,2025-06-29,503,319,95
USG02819,CUST0034,2025-11-11,967,105,20
USG02820,CUST1666,2026-04-01,1729,432,22
USG02821,CUST0991,2025-10-08,1492,423,61
USG02822,CUST0393,2025-10-24,752,258,3
USG02823,CUST1445,2025-05-04,644,439,32
USG02824,CUST1846,2025-10-30,265,293,37
USG02825,CUST0991,2025-08-21,410,399,61
USG02826,CUST0155,2026-04-12,195,128,80
USG02827,CUST1604,2026-02-03,1347,481,18
USG02828,CUST0993,2025-06-12,1604,45,8
USG02829,CUST2000,2025-12-14,176,264,46
USG02830,CUST1517,2026-02-10,1165,370,66
USG02831,CUST0820,2025-05-05,1800,469,27
USG02832,CUST1475,2025-08-17,347,76,48
USG02833,CUST0240,2025-04-25,404,500,61
USG02834,CUST0683,2026-02-12,1053,110,90
USG02835,CUST0481,2025-12-28,1722,16,22
USG02836,CUST1307,2025-08-29,597,122,38
USG02837,CUST1773,2026-01-27,333,324,84
USG02838,CUST0663,2026-04-10,1182,85,24
USG02839,CUST1307,2025-11-21,1783,397,12
USG02840,CUST1531,2025-07-27,1289,11,69
USG02841,CUST0944,2025-07-13,526,234,70
USG02842,CUST0384,2026-03-05,453,383,12
USG02843,CUST0782,2025-05-31,937,388,92
USG02844,CUST1693,2025-11-15,1108,187,67
USG02845,CUST0778,2025-12-09,525,45,69
USG02846,CUST0609,2025-06-14,808,388,7
USG02847,CUST0444,2026-01-26,1048,206,19
USG02848,CUST0455,2025-08-29,634,368,94
USG02849,CUST0384,2025-10-17,285,19,20
USG02850,CUST0149,2025-11-17,1205,215,14
USG02851,CUST1645,2025-10-13,1010,487,49
USG02852,CUST0816,2026-03-20,283,483,12
USG02853,CUST0101,2025-08-08,349,253,66
USG02854,CUST0885,2025-12-16,1764,475,36
USG02855,CUST1631,2025-09-16,675,27,67
USG02856,CUST1226,2025-09-08,1631,467,91
USG02857,CUST1883,2025-05-14,669,292,67
USG02858,CUST1169,2025-11-05,125,52,74
USG02859,CUST0561,2025-04-26,1543,343,34
USG02860,CUST1617,2026-01-18,692,338,36
USG02861,CUST0117,2025-10-31,1224,243,25
USG02862,CUST1076,2025-07-06,958,322,34
USG02863,CUST1744,2025-10-20,1880,129,63
USG02864,CUST1241,2025-07-21,1397,284,2
USG02865,CUST0688,2026-02-10,1964,23,81
USG02866,CUST0365,2025-11-05,1346,203,35
USG02867,CUST1659,2025-12-21,1597,80,52
USG02868,CUST0819,2026-02-26,474,32,5
USG02869,CUST0371,2025-12-19,340,237,84
USG02870,CUST1479,2025-10-08,610,53,10
USG02871,CUST0299,2025-09-22,244,316,66
USG02872,CUST1814,2025-12-16,433,174,79
USG02873,CUST0401,2025-11-26,1249,249,52
USG02874,CUST0262,2025-11-30,1172,135,74
USG02875,CUST1840,2026-03-06,918,359,48
USG02876,CUST1082,2026-03-14,1353,94,67
USG02877,CUST1780,2025-05-08,307,458,11
USG02878,CUST1034,2025-08-02,651,374,6
USG02879,CUST1388,2025-09-08,1108,404,16
USG02880,CUST1228,2025-07-25,1028,264,28
USG02881,CUST1975,2025-08-06,417,318,1
USG02882,CUST1546,2025-05-01,1759,499,66
USG02883,CUST1057,2025-10-13,1062,180,55
USG02884,CUST0520,2026-02-24,1837,181,49
USG02885,CUST1340,2025-05-20,118,101,56
USG02886,CUST1730,2026-04-19,500,427,20
USG02887,CUST0953,2025-12-05,1527,384,11
USG02888,CUST1508,2025-12-07,1507,188,34
USG02889,CUST0749,2025-07-11,1534,490,87
USG02890,CUST0207,2026-03-29,1187,421,25
USG02891,CUST1666,2026-04-16,1543,40,12
USG02892,CUST1697,2025-04-21,1920,478,66
USG02893,CUST1210,2025-06-06,1648,122,96
USG02894,CUST0393,2025-12-02,1448,283,12
USG02895,CUST1820,2026-02-10,985,185,27
USG02896,CUST0610,2025-08-27,1420,167,27
USG02897,CUST0669,2026-03-09,1455,10,13
USG02898,CUST1069,2025-09-29,1704,410,62
USG02899,CUST1312,2026-02-20,791,230,44
USG02900,CUST0128,2026-02-19,504,21,68
USG02901,CUST0749,2025-09-29,959,260,95
USG02902,CUST1972,2025-11-02,1746,218,78
USG02903,CUST0978,2025-05-15,1132,240,56
USG02904,CUST0817,2025-08-20,241,56,93
USG02905,CUST1685,2026-01-15,1914,26,20
USG02906,CUST0135,2026-02-21,1105,483,36
USG02907,CUST1780,2026-01-01,1202,469,59
USG02908,CUST1705,2025-05-20,1925,283,98
USG02909,CUST1169,2025-07-28,1513,262,77
USG02910,CUST0485,2025-12-23,1269,135,48
USG02911,CUST0364,2026-03-15,439,350,52
USG02912,CUST0173,2025-10-07,332,337,83
USG02913,CUST0905,2025-05-06,639,451,51
USG02914,CUST1947,2026-02-23,1733,294,78
USG02915,CUST1042,2025-10-19,1493,180,41
USG02916,CUST0283,2025-11-14,431,380,100
USG02917,CUST0352,2025-11-06,391,125,20
USG02918,CUST1355,2026-02-27,1539,236,74
USG02919,CUST1091,2025-09-24,1237,10,16
USG02920,CUST0860,2026-03-12,658,330,41
USG02921,CUST0368,2025-11-30,1519,79,33
USG02922,CUST0094,2026-03-27,754,145,59
USG02923,CUST0875,2026-03-05,1859,358,87
USG02924,CUST1834,2025-06-22,1804,146,25
USG02925,CUST1166,2025-09-22,206,296,68
USG02926,CUST0186,2026-01-14,981,179,92
USG02927,CUST0530,2025-12-05,1850,148,85
USG02928,CUST0667,2025-06-08,592,475,85
USG02929,CUST0160,2026-02-05,1480,235,7
USG02930,CUST0356,2025-06-06,648,103,72
USG02931,CUST0172,2025-12-24,249,137,89
USG02932,CUST1230,2025-05-21,155,251,80
USG02933,CUST1779,2026-03-03,1956,72,56
USG02934,CUST0477,2026-04-09,812,327,41
USG02935,CUST0901,2025-12-17,865,410,61
USG02936,CUST0497,2026-04-21,687,322,80
USG02937,CUST1138,2025-08-23,624,498,26
USG02938,CUST0578,2025-10-01,1730,486,14
USG02939,CUST1932,2025-11-02,1992,410,5
USG02940,CUST1963,2025-09-25,904,428,27
USG02941,CUST1670,2025-07-20,1974,94,4
USG02942,CUST0363,2026-03-24,1837,16,87
USG02943,CUST1658,2026-01-18,405,467,55
USG02944,CUST0340,2025-06-17,1902,367,81
USG02945,CUST1258,2025-09-02,1878,410,96
USG02946,CUST1723,2025-10-20,1176,342,73
USG02947,CUST0086,2025-07-06,1231,476,26
USG02948,CUST1342,2026-03-11,1871,309,36
USG02949,CUST1924,2025-12-02,1903,142,5
USG02950,CUST1942,2025-06-19,411,22,14
USG02951,CUST1251,2025-08-31,1414,356,47
USG02952,CUST1177,2025-07-07,1313,216,66
USG02953,CUST0621,2025-06-28,1683,54,26
USG02954,CUST1212,2025-12-29,161,19,66
USG02955,CUST0701,2025-05-09,1588,330,95
USG02956,CUST1603,2025-06-26,1105,260,55
USG02957,CUST1117,2025-07-07,1803,17,56
USG02958,CUST1469,2026-01-17,2000,238,35
USG02959,CUST1208,2025-05-24,1453,13,35
USG02960,CUST0026,2025-10-14,978,308,72
USG02961,CUST1690,2025-12-19,1010,276,32
USG02962,CUST1415,2026-01-09,1074,138,35
USG02963,CUST1943,2025-08-09,1089,137,62
USG02964,CUST1189,2025-10-17,1466,212,68
USG02965,CUST0532,2026-04-03,489,60,37
USG02966,CUST0777,2026-01-08,444,180,30
USG02967,CUST0411,2026-04-11,1046,366,73
USG02968,CUST1490,2025-12-05,1784,362,39
USG02969,CUST1848,2025-08-24,1132,251,31
USG02970,CUST1831,2025-12-04,1728,407,13
USG02971,CUST1416,2025-09-25,1082,101,69
USG02972,CUST1559,2025-07-17,926,123,29
USG02973,CUST0623,2026-01-20,1588,295,13
USG02974,CUST1160,2025-07-01,272,167,10
USG02975,CUST1726,2025-10-27,1317,193,14
USG02976,CUST0832,2025-08-30,897,121,47
USG02977,CUST1725,2026-04-19,472,36,85
USG02978,CUST0492,2025-06-09,445,408,54
USG02979,CUST1401,2025-09-16,188,221,59
USG02980,CUST1914,2025-05-07,1652,345,87
USG02981,CUST1405,2025-11-30,813,375,98
USG02982,CUST0495,2025-11-20,298,22,79
USG02983,CUST0288,2025-11-28,326,101,99
USG02984,CUST0600,2025-12-05,1189,70,25
USG02985,CUST0233,2025-12-16,530,68,69
USG02986,CUST1726,2025-04-26,1538,79,67
USG02987,CUST1567,2025-05-15,1564,433,19
USG02988,CUST1646,2025-05-12,106,59,37
USG02989,CUST0332,2025-11-06,129,292,2
USG02990,CUST0602,2026-04-18,100,62,65
USG02991,CUST1140,2025-06-17,1048,156,36
USG02992,CUST0368,2025-05-18,1136,29,30
USG02993,CUST1792,2026-02-12,436,392,67
USG02994,CUST1533,2026-04-19,449,205,76
USG02995,CUST0548,2025-05-10,1772,409,51
USG02996,CUST1925,2025-11-19,946,158,65
USG02997,CUST0718,2026-03-19,250,232,39
USG02998,CUST0728,2026-03-17,1653,121,22
USG02999,CUST1681,2025-07-01,736,370,84
USG03000,CUST1756,2025-10-24,349,181,74
USG03001,CUST0363,2026-04-09,981,363,31
USG03002,CUST0669,2025-08-27,1239,50,74
USG03003,CUST1829,2026-02-18,1255,337,44
USG03004,CUST1297,2025-09-11,1257,172,35
USG03005,CUST0531,2025-09-03,1304,418,5
USG03006,CUST1324,2025-08-11,560,478,81
USG03007,CUST1363,2025-07-10,501,239,67
USG03008,CUST0677,2025-10-15,181,311,69
USG03009,CUST0498,2025-10-24,944,203,30
USG03010,CUST0705,2025-08-18,1226,143,98
USG03011,CUST1464,2026-02-19,1793,255,25
USG03012,CUST1442,2026-04-01,961,296,93
USG03013,CUST0696,2025-07-05,1898,219,76
USG03014,CUST1040,2025-08-21,322,378,45
USG03015,CUST1184,2026-04-10,643,222,57
USG03016,CUST1688,2025-07-14,899,246,98
USG03017,CUST0707,2025-10-21,844,465,2
USG03018,CUST0705,2025-06-27,1555,386,66
USG03019,CUST0687,2025-10-17,1557,309,77
USG03020,CUST0695,2025-09-22,847,17,33
USG03021,CUST1963,2025-11-16,154,319,55
USG03022,CUST1091,2025-05-24,866,132,49
USG03023,CUST0625,2026-01-02,1865,86,57
USG03024,CUST0038,2025-07-15,844,184,80
USG03025,CUST1064,2026-01-17,605,455,62
USG03026,CUST1593,2026-03-15,1000,343,84
USG03027,CUST1037,2025-06-23,1063,357,35
USG03028,CUST0516,2025-07-23,330,137,100
USG03029,CUST0437,2025-09-26,194,399,79
USG03030,CUST0622,2025-04-26,569,489,100
USG03031,CUST1985,2026-01-10,1242,126,67
USG03032,CUST0847,2026-01-16,1501,35,21
USG03033,CUST1253,2025-11-01,756,43,100
USG03034,CUST0268,2025-09-13,1023,431,26
USG03035,CUST0828,2025-07-13,1151,124,13
USG03036,CUST1475,2025-05-04,175,263,49
USG03037,CUST0593,2025-10-30,1382,474,60
USG03038,CUST1218,2026-02-25,810,230,29
USG03039,CUST0476,2025-07-19,608,166,38
USG03040,CUST0752,2025-08-08,1303,326,95
USG03041,CUST1603,2025-05-19,1991,336,79
USG03042,CUST0249,2025-07-01,1232,21,32
USG03043,CUST0548,2026-03-30,1376,37,36
USG03044,CUST0758,2026-04-01,1020,219,89
USG03045,CUST1084,2026-01-04,979,202,61
USG03046,CUST1437,2025-08-10,230,310,35
USG03047,CUST0304,2025-05-17,618,319,2
USG03048,CUST1829,2026-04-13,1561,485,29
USG03049,CUST0771,2025-06-13,1053,298,74
USG03050,CUST1937,2025-06-10,590,202,66
USG03051,CUST0990,2026-04-12,1628,240,40
USG03052,CUST1789,2026-01-02,884,236,89
USG03053,CUST0908,2026-04-18,1953,335,50
USG03054,CUST0159,2026-03-28,739,185,62
USG03055,CUST1287,2026-04-08,272,360,62
USG03056,CUST1116,2025-09-19,955,254,38
USG03057,CUST0410,2026-03-09,1662,77,72
USG03058,CUST0612,2026-01-14,1174,204,31
USG03059,CUST0568,2026-02-24,821,95,7
USG03060,CUST0671,2025-11-20,1206,97,17
USG03061,CUST1585,2025-11-27,1215,138,68
USG03062,CUST0722,2026-02-23,1000,197,80
USG03063,CUST0911,2025-11-08,1834,439,30
USG03064,CUST1292,2025-06-12,252,233,48
USG03065,CUST1419,2025-12-07,1020,243,20
USG03066,CUST1682,2025-07-31,1369,479,92
USG03067,CUST1890,2026-03-09,1515,227,55
USG03068,CUST0783,2025-10-31,166,318,58
USG03069,CUST1679,2026-04-09,1141,135,36
USG03070,CUST0562,2025-09-20,1350,95,55
USG03071,CUST1122,2026-03-15,1885,419,98
USG03072,CUST0841,2026-04-13,1688,430,8
USG03073,CUST0977,2026-02-28,286,471,25
USG03074,CUST1598,2025-04-21,683,268,48
USG03075,CUST0287,2026-04-12,1431,132,21
USG03076,CUST1979,2025-12-26,1386,10,57
USG03077,CUST0843,2025-12-15,1972,88,33
USG03078,CUST1929,2025-10-07,1580,351,31
USG03079,CUST0111,2025-07-28,542,480,37
USG03080,CUST0999,2025-10-09,1540,446,97
USG03081,CUST0379,2026-03-13,1269,324,91
USG03082,CUST1107,2026-02-20,1218,418,88
USG03083,CUST0263,2025-10-29,432,209,27
USG03084,CUST1520,2025-10-14,928,500,84
USG03085,CUST0669,2026-03-21,185,69,47
USG03086,CUST0867,2025-06-15,695,115,46
USG03087,CUST1911,2025-12-02,552,201,66
USG03088,CUST1713,2025-12-21,1953,210,66
USG03089,CUST0590,2026-03-28,1073,112,78
USG03090,CUST0346,2026-01-15,1173,39,70
USG03091,CUST0395,2025-08-02,1374,101,63
USG03092,CUST0719,2025-06-27,668,425,68
USG03093,CUST0434,2025-08-17,1540,54,76
USG03094,CUST0759,2025-12-29,338,244,23
USG03095,CUST1598,2025-07-02,778,493,44
USG03096,CUST1652,2026-02-14,1668,353,31
USG03097,CUST0264,2025-12-04,1551,265,64
USG03098,CUST0440,2026-01-12,1563,389,11
