complaint_id,customer_id,complaint_type,description,status,created_date,resolved_date
CMP00719,CUST0404,Billing,Issue reported,Open,2025-08-07,2025-08-07
CMP00720,CUST0432,Network,Issue reported,Closed,2025-09-04,2025-09-04
CMP00721,CUST0325,Network,Issue reported,Closed,2025-12-27,2025-12-27
CMP00722,CUST0717,Network,Issue reported,Closed,2026-03-07,2026-03-07
CMP00723,CUST1267,Billing,Issue reported,Closed,2025-09-05,2025-09-05
CMP00724,CUST0803,Service,Issue reported,Open,2026-02-25,2026-02-25
CMP00725,CUST1597,Billing,Issue reported,Open,2025-06-02,2025-06-02
CMP00726,CUST1760,Billing,Issue reported,Open,2026-01-28,2026-01-28
CMP00727,CUST0139,Network,Issue reported,Open,2026-03-09,2026-03-09
CMP00728,CUST0835,Service,Issue reported,Closed,2025-07-20,2025-07-20
CMP00729,CUST0005,Network,Issue reported,Closed,2025-12-04,2025-12-04
CMP00730,CUST0675,Service,Issue reported,Closed,2025-10-08,2025-10-08
CMP00731,CUST0966,Billing,Issue reported,Open,2025-12-03,2025-12-03
CMP00732,CUST0183,Network,Issue reported,Closed,2025-12-13,2025-12-13
CMP00733,CUST0100,Service,Issue reported,Open,2026-04-12,2026-04-12
CMP00734,CUST0246,Service,Issue reported,Open,2026-01-01,2026-01-01
CMP00735,CUST0751,Service,Issue reported,Closed,2025-12-07,2025-12-07
CMP00736,CUST0168,Network,Issue reported,Open,2025-09-21,2025-09-21
CMP00737,CUST1273,Service,Issue reported,Closed,2025-05-29,2025-05-29
CMP00738,CUST0096,Network,Issue reported,Closed,2025-08-22,2025-08-22
CMP00739,CUST1663,Network,Issue reported,Closed,2026-02-15,2026-02-15
CMP00740,CUST0135,Billing,Issue reported,Closed,2025-09-11,2025-09-11
CMP00741,CUST0095,Service,Issue reported,Open,2026-04-03,2026-04-03
CMP00742,CUST1811,Service,Issue reported,Closed,2026-02-09,2026-02-09
CMP00743,CUST0374,Network,Issue reported,Closed,2025-08-21,2025-08-21
CMP00744,CUST0418,Service,Issue reported,Closed,2025-06-05,2025-06-05
CMP00745,CUST1826,Network,Issue reported,Closed,2025-06-21,2025-06-21
CMP00746,CUST0687,Service,Issue reported,Open,2025-11-28,2025-11-28
CMP00747,CUST1820,Billing,Issue reported,Open,2025-06-11,2025-06-11
CMP00748,CUST1257,Service,Issue reported,Closed,2025-11-24,2025-11-24
CMP00749,CUST0727,Service,Issue reported,Open,2025-10-02,2025-10-02
CMP00750,CUST1956,Service,Issue reported,Closed,2025-07-11,2025-07-11
CMP00751,CUST1533,Service,Issue reported,Closed,2025-07-05,2025-07-05
CMP00752,CUST0070,Service,Issue reported,Open,2025-07-16,2025-07-16
CMP00753,CUST1162,Service,Issue reported,Closed,2025-06-25,2025-06-25
CMP00754,CUST1216,Billing,Issue reported,Open,2026-02-26,2026-02-26
CMP00755,CUST0663,Service,Issue reported,Closed,2025-08-27,2025-08-27
CMP00756,CUST0276,Service,Issue reported,Open,2025-09-09,2025-09-09
CMP00757,CUST0080,Billing,Issue reported,Closed,2025-11-30,2025-11-30
CMP00758,CUST0214,Network,Issue reported,Open,2026-01-10,2026-01-10
CMP00759,CUST0551,Network,Issue reported,Open,2026-01-18,2026-01-18
CMP00760,CUST0474,Service,Issue reported,Closed,2026-01-24,2026-01-24
CMP00761,CUST1336,Service,Issue reported,Open,2026-02-19,2026-02-19
CMP00762,CUST0767,Service,Issue reported,Closed,2025-06-17,2025-06-17
CMP00763,CUST1628,Billing,Issue reported,Closed,2025-05-04,2025-05-04
CMP00764,CUST0675,Billing,Issue reported,Closed,2026-04-09,2026-04-09
CMP00765,CUST0058,Billing,Issue reported,Closed,2026-03-08,2026-03-08
CMP00766,CUST1809,Service,Issue reported,Closed,2025-10-15,2025-10-15
CMP00767,CUST0864,Service,Issue reported,Open,2025-09-27,2025-09-27
CMP00768,CUST0968,Network,Issue reported,Open,2026-04-21,2026-04-21
CMP00769,CUST1218,Network,Issue reported,Open,2025-05-18,2025-05-18
CMP00770,CUST1075,Service,Issue reported,Closed,2026-01-29,2026-01-29
CMP00771,CUST1732,Service,Issue reported,Open,2025-11-18,2025-11-18
CMP00772,CUST0636,Billing,Issue reported,Open,2025-12-21,2025-12-21
CMP00773,CUST1015,Billing,Issue reported,Closed,2026-02-02,2026-02-02
CMP00774,CUST1073,Service,Issue reported,Closed,2025-08-14,2025-08-14
CMP00775,CUST0773,Network,Issue reported,Open,2026-03-25,2026-03-25
CMP00776,CUST0413,Service,Issue reported,Closed,2025-09-29,2025-09-29
CMP00777,CUST1963,Billing,Issue reported,Closed,2025-07-01,2025-07-01
CMP00778,CUST0680,Billing,Issue reported,Closed,2025-05-28,2025-05-28
CMP00779,CUST1509,Service,Issue reported,Closed,2025-10-06,2025-10-06
CMP00780,CUST0875,Network,Issue reported,Open,2026-03-24,2026-03-24
CMP00781,CUST1199,Service,Issue reported,Open,2026-01-24,2026-01-24
CMP00782,CUST0272,Billing,Issue reported,Open,2026-01-28,2026-01-28
CMP00783,CUST1282,Network,Issue reported,Closed,2026-02-10,2026-02-10
CMP00784,CUST0800,Billing,Issue reported,Closed,2025-10-16,2025-10-16
CMP00785,CUST1653,Network,Issue reported,Closed,2025-08-17,2025-08-17
CMP00786,CUST0631,Network,Issue reported,Open,2026-03-25,2026-03-25
CMP00787,CUST0848,Network,Issue reported,Open,2025-06-15,2025-06-15
CMP00788,CUST1415,Billing,Issue reported,Closed,2025-11-01,2025-11-01
CMP00789,CUST1156,Billing,Issue reported,Closed,2025-09-14,2025-09-14
CMP00790,CUST0110,Service,Issue reported,Closed,2025-05-08,2025-05-08
CMP00791,CUST1022,Service,Issue reported,Open,2025-08-24,2025-08-24
CMP00792,CUST1369,Network,Issue reported,Open,2025-09-08,2025-09-08
CMP00793,CUST1289,Service,Issue reported,Open,2025-12-25,2025-12-25
CMP00794,CUST1366,Service,Issue reported,Closed,2026-01-10,2026-01-10
CMP00795,CUST1931,Network,Issue reported,Open,2025-10-15,2025-10-15
CMP00796,CUST0869,Billing,Issue reported,Open,2025-07-28,2025-07-28
CMP00797,CUST0316,Service,Issue reported,Closed,2025-12-14,2025-12-14
CMP00798,CUST1556,Service,Issue reported,Closed,2025-07-04,2025-07-04
CMP00799,CUST1904,Service,Issue reported,Open,2026-01-16,2026-01-16
CMP00800,CUST0091,Billing,Issue reported,Closed,2025-08-02,2025-08-02
CMP00801,CUST1363,Service,Issue reported,Closed,2026-02-17,2026-02-17
CMP00802,CUST1352,Billing,Issue reported,Closed,2025-09-12,2025-09-12
CMP00803,CUST1783,Service,Issue reported,Open,2026-01-27,2026-01-27
CMP00804,CUST1319,Network,Issue reported,Open,2026-02-15,2026-02-15
CMP00805,CUST0106,Network,Issue reported,Open,2025-09-22,2025-09-22
CMP00806,CUST0825,Billing,Issue reported,Closed,2025-08-18,2025-08-18
CMP00807,CUST1257,Network,Issue reported,Open,2025-07-05,2025-07-05
CMP00808,CUST1387,Billing,Issue reported,Open,2026-01-04,2026-01-04
CMP00809,CUST1222,Billing,Issue reported,Open,2025-12-20,2025-12-20
CMP00810,CUST1510,Service,Issue reported,Closed,2025-10-14,2025-10-14
CMP00811,CUST0580,Service,Issue reported,Open,2025-12-24,2025-12-24
CMP00812,CUST0997,Billing,Issue reported,Closed,2025-10-28,2025-10-28
CMP00813,CUST1903,Service,Issue reported,Closed,2025-12-12,2025-12-12
CMP00814,CUST0934,Service,Issue reported,Open,2025-04-26,2025-04-26
CMP00815,CUST1790,Service,Issue reported,Open,2026-02-06,2026-02-06
CMP00816,CUST1773,Service,Issue reported,Closed,2025-04-28,2025-04-28
CMP00817,CUST0512,Service,Issue reported,Closed,2025-07-13,2025-07-13
CMP00818,CUST1057,Service,Issue reported,Closed,2025-07-14,2025-07-14
CMP00819,CUST1867,Network,Issue reported,Open,2026-03-23,2026-03-23
CMP00820,CUST0833,Billing,Issue reported,Open,2026-02-20,2026-02-20
CMP00821,CUST0185,Billing,Issue reported,Closed,2025-05-04,2025-05-04
CMP00822,CUST0371,Billing,Issue reported,Open,2025-09-07,2025-09-07
CMP00823,CUST0155,Service,Issue reported,Closed,2026-04-07,2026-04-07
CMP00824,CUST0917,Network,Issue reported,Open,2026-01-14,2026-01-14
CMP00825,CUST1063,Billing,Issue reported,Open,2026-03-15,2026-03-15
CMP00826,CUST0207,Network,Issue reported,Closed,2025-05-16,2025-05-16
CMP00827,CUST0801,Service,Issue reported,Open,2025-05-30,2025-05-30
CMP00828,CUST0793,Service,Issue reported,Open,2025-06-17,2025-06-17
CMP00829,CUST0214,Service,Issue reported,Closed,2025-07-15,2025-07-15
CMP00830,CUST0533,Network,Issue reported,Open,2025-11-19,2025-11-19
CMP00831,CUST1972,Billing,Issue reported,Open,2026-03-05,2026-03-05
CMP00832,CUST1479,Billing,Issue reported,Open,2026-04-14,2026-04-14
CMP00833,CUST0426,Service,Issue reported,Closed,2025-07-02,2025-07-02
CMP00834,CUST1330,Network,Issue reported,Open,2025-09-22,2025-09-22
CMP00835,CUST0331,Network,Issue reported,Open,2026-02-18,2026-02-18
CMP00836,CUST1677,Network,Issue reported,Open,2026-02-22,2026-02-22
CMP00837,CUST1802,Service,Issue reported,Closed,2025-09-10,2025-09-10
CMP00838,CUST1779,Billing,Issue reported,Open,2025-11-29,2025-11-29
CMP00839,CUST0693,Billing,Issue reported,Open,2025-05-06,2025-05-06
CMP00840,CUST0484,Service,Issue reported,Open,2025-12-11,2025-12-11
CMP00841,CUST0604,Network,Issue reported,Open,2025-12-07,2025-12-07
CMP00842,CUST0177,Network,Issue reported,Open,2025-10-26,2025-10-26
CMP00843,CUST1839,Billing,Issue reported,Open,2025-07-10,2025-07-10
CMP00844,CUST1524,Service,Issue reported,Open,2025-07-10,2025-07-10
CMP00845,CUST1168,Billing,Issue reported,Closed,2025-10-15,2025-10-15
CMP00846,CUST0205,Network,Issue reported,Closed,2026-03-25,2026-03-25
CMP00847,CUST0224,Service,Issue reported,Closed,2025-05-22,2025-05-22
CMP00848,CUST0868,Network,Issue reported,Closed,2025-09-24,2025-09-24
CMP00849,CUST0108,Network,Issue reported,Open,2026-01-06,2026-01-06
CMP00850,CUST0362,Service,Issue reported,Open,2026-04-02,2026-04-02
CMP00851,CUST0569,Network,Issue reported,Open,2025-11-10,2025-11-10
CMP00852,CUST1123,Network,Issue reported,Closed,2026-02-17,2026-02-17
CMP00853,CUST0497,Network,Issue reported,Open,2026-01-14,2026-01-14
CMP00854,CUST1314,Service,Issue reported,Closed,2025-09-23,2025-09-23
CMP00855,CUST1201,Network,Issue reported,Closed,2026-03-15,2026-03-15
CMP00856,CUST0003,Billing,Issue reported,Open,2025-06-14,2025-06-14
CMP00857,CUST0826,Network,Issue reported,Closed,2025-10-20,2025-10-20
CMP00858,CUST0049,Billing,Issue reported,Open,2025-08-07,2025-08-07
CMP00859,CUST0231,Billing,Issue reported,Closed,2025-09-28,2025-09-28
CMP00860,CUST0048,Service,Issue reported,Open,2025-05-26,2025-05-26
CMP00861,CUST0668,Network,Issue reported,Closed,2025-12-12,2025-12-12
CMP00862,CUST0890,Network,Issue reported,Closed,2025-08-27,2025-08-27
CMP00863,CUST1971,Billing,Issue reported,Closed,2026-02-09,2026-02-09
CMP00864,CUST0229,Billing,Issue reported,Open,2025-07-29,2025-07-29
CMP00865,CUST0793,Network,Issue reported,Open,2025-04-27,2025-04-27
CMP00866,CUST0513,Service,Issue reported,Open,2025-10-27,2025-10-27
CMP00867,CUST1438,Billing,Issue reported,Open,2025-07-18,2025-07-18
CMP00868,CUST0484,Network,Issue reported,Closed,2025-06-25,2025-06-25
CMP00869,CUST1302,Billing,Issue reported,Open,2026-01-18,2026-01-18
CMP00870,CUST0850,Network,Issue reported,Open,2025-09-01,2025-09-01
CMP00871,CUST1007,Network,Issue reported,Open,2025-10-08,2025-10-08
CMP00872,CUST1430,Billing,Issue reported,Open,2025-07-11,2025-07-11
CMP00873,CUST0186,Billing,Issue reported,Open,2025-10-09,2025-10-09
CMP00874,CUST1963,Billing,Issue reported,Open,2025-12-06,2025-12-06
CMP00875,CUST0233,Billing,Issue reported,Closed,2025-05-13,2025-05-13
CMP00876,CUST1536,Service,Issue reported,Open,2026-03-10,2026-03-10
CMP00877,CUST0887,Service,Issue reported,Closed,2025-07-24,2025-07-24
CMP00878,CUST1964,Service,Issue reported,Open,2026-04-13,2026-04-13
CMP00879,CUST1714,Billing,Issue reported,Closed,2025-11-14,2025-11-14
CMP00880,CUST0667,Service,Issue reported,Open,2026-01-13,2026-01-13
CMP00881,CUST0677,Service,Issue reported,Open,2025-12-12,2025-12-12
CMP00882,CUST0687,Billing,Issue reported,Closed,2026-01-02,2026-01-02
CMP00883,CUST0153,Service,Issue reported,Closed,2025-09-14,2025-09-14
CMP00884,CUST0802,Service,Issue reported,Closed,2025-07-14,2025-07-14
CMP00885,CUST1941,Billing,Issue reported,Closed,2025-07-07,2025-07-07
CMP00886,CUST0524,Service,Issue reported,Closed,2026-02-26,2026-02-26
CMP00887,CUST0759,Network,Issue reported,Closed,2025-10-01,2025-10-01
CMP00888,CUST1457,Network,Issue reported,Open,2025-06-29,2025-06-29
CMP00889,CUST1428,Service,Issue reported,Closed,2026-03-28,2026-03-28
CMP00890,CUST0302,Billing,Issue reported,Open,2025-12-09,2025-12-09
CMP00891,CUST0754,Billing,Issue reported,Closed,2025-08-30,2025-08-30
CMP00892,CUST1940,Billing,Issue reported,Closed,2025-10-19,2025-10-19
CMP00893,CUST1742,Billing,Issue reported,Closed,2026-03-03,2026-03-03
CMP00894,CUST1228,Network,Issue reported,Open,2025-05-22,2025-05-22
CMP00895,CUST1892,Service,Issue reported,Closed,2026-03-14,2026-03-14
CMP00896,CUST0831,Network,Issue reported,Closed,2026-03-08,2026-03-08
CMP00897,CUST1528,Service,Issue reported,Open,2025-09-18,2025-09-18
CMP00898,CUST0260,Network,Issue reported,Open,2026-03-29,2026-03-29
CMP00899,CUST1814,Network,Issue reported,Open,2025-07-28,2025-07-28
CMP00900,CUST0510,Network,Issue reported,Closed,2025-05-29,2025-05-29
CMP00901,CUST1418,Billing,Issue reported,Open,2025-11-06,2025-11-06
CMP00902,CUST0780,Billing,Issue reported,Closed,2025-09-16,2025-09-16
CMP00903,CUST1252,Network,Issue reported,Closed,2025-10-29,2025-10-29
CMP00904,CUST0105,Billing,Issue reported,Open,2025-12-21,2025-12-21
CMP00905,CUST0868,Network,Issue reported,Open,2025-06-19,2025-06-19
CMP00906,CUST1680,Network,Issue reported,Open,2026-02-27,2026-02-27
CMP00907,CUST1489,Service,Issue reported,Closed,2026-03-28,2026-03-28
CMP00908,CUST1844,Network,Issue reported,Open,2025-08-27,2025-08-27
CMP00909,CUST1559,Service,Issue reported,Closed,2025-07-17,2025-07-17
CMP00910,CUST1212,Network,Issue reported,Closed,2026-04-07,2026-04-07
CMP00911,CUST0100,Network,Issue reported,Closed,2025-07-28,2025-07-28
CMP00912,CUST1841,Service,Issue reported,Open,2025-07-27,2025-07-27
CMP00913,CUST0640,Network,Issue reported,Open,2025-12-26,2025-12-26
CMP00914,CUST0445,Service,Issue reported,Open,2025-05-29,2025-05-29
CMP00915,CUST1448,Service,Issue reported,Open,2026-01-05,2026-01-05
CMP00916,CUST0689,Billing,Issue reported,Closed,2025-05-05,2025-05-05
CMP00917,CUST0046,Service,Issue reported,Open,2026-02-06,2026-02-06
CMP00918,CUST0580,Network,Issue reported,Open,2025-12-03,2025-12-03
CMP00919,CUST0954,Service,Issue reported,Open,2025-09-26,2025-09-26
CMP00920,CUST1697,Billing,Issue reported,Open,2025-12-26,2025-12-26
CMP00921,CUST0126,Network,Issue reported,Closed,2025-10-30,2025-10-30
CMP00922,CUST1232,Billing,Issue reported,Closed,2026-03-31,2026-03-31
CMP00923,CUST1305,Billing,Issue reported,Open,2026-01-15,2026-01-15
CMP00924,CUST0764,Service,Issue reported,Open,2026-02-15,2026-02-15
CMP00925,CUST1073,Network,Issue reported,Open,2025-05-03,2025-05-03
CMP00926,CUST0387,Billing,Issue reported,Open,2026-03-05,2026-03-05
CMP00927,CUST1661,Network,Issue reported,Open,2026-04-12,2026-04-12
CMP00928,CUST1240,Network,Issue reported,Open,2025-04-26,2025-04-26
CMP00929,CUST1686,Network,Issue reported,Open,2026-03-30,2026-03-30
CMP00930,CUST1691,Service,Issue reported,Closed,2025-09-13,2025-09-13
CMP00931,CUST1735,Network,Issue reported,Closed,2025-05-19,2025-05-19
CMP00932,CUST0761,Service,Issue reported,Closed,2026-01-01,2026-01-01
CMP00933,CUST1205,Service,Issue reported,Open,2025-07-05,2025-07-05
CMP00934,CUST0175,Service,Issue reported,Open,2026-01-23,2026-01-23
CMP00935,CUST0230,Service,Issue reported,Closed,2025-09-25,2025-09-25
CMP00936,CUST1717,Service,Issue reported,Closed,2025-07-14,2025-07-14
CMP00937,CUST0026,Service,Issue reported,Closed,2025-12-18,2025-12-18
CMP00938,CUST0080,Service,Issue reported,Closed,2026-03-20,2026-03-20
CMP00939,CUST0663,Network,Issue reported,Open,2025-12-01,2025-12-01
CMP00940,CUST0384,Billing,Issue reported,Closed,2026-01-31,2026-01-31
CMP00941,CUST0224,Billing,Issue reported,Closed,2025-10-18,2025-10-18
CMP00942,CUST1771,Service,Issue reported,Closed,2025-07-02,2025-07-02
CMP00943,CUST0367,Billing,Issue reported,Open,2026-02-03,2026-02-03
CMP00944,CUST0001,Billing,Issue reported,Open,2025-11-05,2025-11-05
CMP00945,CUST0525,Billing,Issue reported,Closed,2025-10-23,2025-10-23
CMP00946,CUST0666,Billing,Issue reported,Open,2025-06-07,2025-06-07
CMP00947,CUST0840,Service,Issue reported,Closed,2025-04-29,2025-04-29
CMP00948,CUST1185,Network,Issue reported,Open,2025-10-20,2025-10-20
CMP00949,CUST0566,Service,Issue reported,Closed,2026-04-21,2026-04-21
CMP00950,CUST1634,Billing,Issue reported,Closed,2026-02-09,2026-02-09
CMP00951,CUST1353,Service,Issue reported,Closed,2025-05-19,2025-05-19
CMP00952,CUST1664,Billing,Issue reported,Closed,2026-02-15,2026-02-15
CMP00953,CUST0075,Service,Issue reported,Open,2025-09-21,2025-09-21
CMP00954,CUST1210,Network,Issue reported,Open,2025-07-20,2025-07-20
CMP00955,CUST1308,Billing,Issue reported,Open,2025-10-19,2025-10-19
CMP00956,CUST1104,Service,Issue reported,Open,2026-01-15,2026-01-15
CMP00957,CUST0580,Billing,Issue reported,Closed,2026-01-28,2026-01-28
CMP00958,CUST1963,Billing,Issue reported,Closed,2026-02-21,2026-02-21
CMP00959,CUST0449,Service,Issue reported,Open,2026-01-29,2026-01-29
CMP00960,CUST0396,Network,Issue reported,Closed,2025-06-10,2025-06-10
CMP00961,CUST1075,Service,Issue reported,Open,2025-05-20,2025-05-20
CMP00962,CUST1886,Network,Issue reported,Open,2025-08-25,2025-08-25
CMP00963,CUST0253,Billing,Issue reported,Open,2025-11-10,2025-11-10
CMP00964,CUST0889,Service,Issue reported,Open,2026-03-10,2026-03-10
CMP00965,CUST0151,Billing,Issue reported,Open,2025-10-11,2025-10-11
CMP00966,CUST1843,Billing,Issue reported,Closed,2026-03-25,2026-03-25
CMP00967,CUST0632,Service,Issue reported,Closed,2026-03-15,2026-03-15
CMP00968,CUST0745,Billing,Issue reported,Open,2025-09-08,2025-09-08
CMP00969,CUST1637,Service,Issue reported,Open,2025-05-04,2025-05-04
CMP00970,CUST0803,Network,Issue reported,Closed,2025-07-17,2025-07-17
CMP00971,CUST0205,Network,Issue reported,Closed,2026-03-09,2026-03-09
CMP00972,CUST1812,Service,Issue reported,Open,2026-03-13,2026-03-13
CMP00973,CUST0611,Billing,Issue reported,Closed,2025-08-20,2025-08-20
CMP00974,CUST1045,Service,Issue reported,Closed,2025-10-04,2025-10-04
CMP00975,CUST0014,Billing,Issue reported,Open,2025-08-08,2025-08-08
CMP00976,CUST0104,Billing,Issue reported,Open,2025-09-22,2025-09-22
CMP00977,CUST0957,Service,Issue reported,Open,2026-04-21,2026-04-21
CMP00978,CUST1348,Service,Issue reported,Open,2026-03-14,2026-03-14
CMP00979,CUST0153,Billing,Issue reported,Closed,2025-05-22,2025-05-22
CMP00980,CUST0149,Billing,Issue reported,Closed,2025-09-23,2025-09-23
CMP00981,CUST1105,Billing,Issue reported,Closed,2026-03-12,2026-03-12
CMP00982,CUST1228,Service,Issue reported,Open,2025-12-30,2025-12-30
CMP00983,CUST0088,Network,Issue reported,Closed,2025-05-14,2025-05-14
CMP00984,CUST1665,Service,Issue reported,Open,2025-12-25,2025-12-25
CMP00985,CUST0183,Service,Issue reported,Open,2025-07-25,2025-07-25
CMP00986,CUST1568,Network,Issue reported,Closed,2026-02-21,2026-02-21
CMP00987,CUST1247,Service,Issue reported,Closed,2026-02-19,2026-02-19
CMP00988,CUST1603,Service,Issue reported,Open,2025-07-22,2025-07-22
CMP00989,CUST1683,Billing,Issue reported,Open,2025-12-25,2025-12-25
CMP00990,CUST0898,Service,Issue reported,Open,2025-06-23,2025-06-23
CMP00991,CUST0887,Billing,Issue reported,Closed,2026-03-18,2026-03-18
CMP00992,CUST0172,Service,Issue reported,Closed,2025-12-21,2025-12-21
CMP00993,CUST0107,Network,Issue reported,Open,2025-12-30,2025-12-30
CMP00994,CUST0712,Billing,Issue reported,Open,2025-06-28,2025-06-28
CMP00995,CUST1999,Service,Issue reported,Open,2025-08-17,2025-08-17
CMP00996,CUST1517,Service,Issue reported,Closed,2026-02-22,2026-02-22
CMP00997,CUST0175,Service,Issue reported,Open,2025-08-17,2025-08-17
CMP00998,CUST0259,Service,Issue reported,Open,2025-08-08,2025-08-08
CMP00999,CUST1947,Service,Issue reported,Closed,2025-08-09,2025-08-09
CMP01000,CUST0970,Service,Issue reported,Closed,2025-08-04,2025-08-04
CMP01001,CUST0607,Service,Issue reported,Open,2025-06-17,2025-06-17
CMP01002,CUST0688,Service,Issue reported,Closed,2026-03-17,2026-03-17
CMP01003,CUST0179,Network,Issue reported,Closed,2025-07-10,2025-07-10
CMP01004,CUST0195,Service,Issue reported,Open,2025-10-17,2025-10-17
CMP01005,CUST0803,Network,Issue reported,Open,2025-05-10,2025-05-10
CMP01006,CUST1891,Service,Issue reported,Open,2026-04-16,2026-04-16
CMP01007,CUST0693,Service,Issue reported,Closed,2025-07-17,2025-07-17
CMP01008,CUST1739,Billing,Issue reported,Closed,2026-03-14,2026-03-14
CMP01009,CUST0460,Service,Issue reported,Closed,2026-03-02,2026-03-02
CMP01010,CUST1376,Service,Issue reported,Closed,2025-07-21,2025-07-21
CMP01011,CUST0113,Network,Issue reported,Closed,2025-11-11,2025-11-11
CMP01012,CUST1472,Billing,Issue reported,Open,2025-08-05,2025-08-05
CMP01013,CUST1556,Service,Issue reported,Open,2025-09-04,2025-09-04
CMP01014,CUST1425,Service,Issue reported,Open,2026-04-14,2026-04-14
CMP01015,CUST1555,Network,Issue reported,Open,2026-04-05,2026-04-05
CMP01016,CUST1651,Network,Issue reported,Closed,2025-06-06,2025-06-06
CMP01017,CUST0592,Network,Issue reported,Closed,2025-08-10,2025-08-10
CMP01018,CUST0276,Billing,Issue reported,Closed,2025-09-22,2025-09-22
CMP01019,CUST1229,Network,Issue reported,Open,2026-04-10,2026-04-10
CMP01020,CUST0158,Service,Issue reported,Closed,2026-03-16,2026-03-16
CMP01021,CUST1780,Billing,Issue reported,Closed,2025-12-13,2025-12-13
CMP01022,CUST0457,Billing,Issue reported,Closed,2025-05-15,2025-05-15
CMP01023,CUST1034,Network,Issue reported,Closed,2025-05-19,2025-05-19
CMP01024,CUST1001,Network,Issue reported,Open,2026-02-01,2026-02-01
CMP01025,CUST0347,Network,Issue reported,Closed,2025-12-15,2025-12-15
CMP01026,CUST0227,Service,Issue reported,Open,2025-10-12,2025-10-12
CMP01027,CUST1915,Service,Issue reported,Open,2026-04-18,2026-04-18
CMP01028,CUST0389,Service,Issue reported,Open,2025-06-02,2025-06-02
CMP01029,CUST1821,Billing,Issue reported,Closed,2025-06-26,2025-06-26
CMP01030,CUST1177,Network,Issue reported,Closed,2025-09-30,2025-09-30
CMP01031,CUST0020,Billing,Issue reported,Closed,2026-03-07,2026-03-07
CMP01032,CUST1247,Billing,Issue reported,Open,2025-10-13,2025-10-13
CMP01033,CUST0764,Service,Issue reported,Closed,2025-08-18,2025-08-18
CMP01034,CUST1769,Service,Issue reported,Closed,2025-08-17,2025-08-17
CMP01035,CUST0085,Billing,Issue reported,Open,2025-08-03,2025-08-03
CMP01036,CUST0665,Network,Issue reported,Closed,2026-01-07,2026-01-07
CMP01037,CUST0850,Service,Issue reported,Open,2026-04-11,2026-04-11
CMP01038,CUST1114,Service,Issue reported,Closed,2025-06-26,2025-06-26
CMP01039,CUST0923,Network,Issue reported,Open,2025-11-30,2025-11-30
CMP01040,CUST1120,Network,Issue reported,Closed,2026-01-25,2026-01-25
CMP01041,CUST1374,Billing,Issue reported,Open,2025-08-29,2025-08-29
CMP01042,CUST1307,Billing,Issue reported,Open,2025-09-09,2025-09-09
CMP01043,CUST1382,Billing,Issue reported,Open,2025-11-13,2025-11-13
CMP01044,CUST0182,Service,Issue reported,Closed,2026-01-09,2026-01-09
CMP01045,CUST1848,Network,Issue reported,Closed,2025-12-22,2025-12-22
CMP01046,CUST1639,Service,Issue reported,Closed,2025-10-07,2025-10-07
CMP01047,CUST0971,Network,Issue reported,Closed,2025-05-09,2025-05-09
CMP01048,CUST1084,Network,Issue reported,Open,2025-09-12,2025-09-12
CMP01049,CUST1844,Service,Issue reported,Open,2025-07-27,2025-07-27
CMP01050,CUST1066,Service,Issue reported,Open,2025-10-02,2025-10-02
CMP01051,CUST1500,Service,Issue reported,Open,2025-06-10,2025-06-10
CMP01052,CUST1451,Network,Issue reported,Closed,2026-01-24,2026-01-24
CMP01053,CUST1415,Billing,Issue reported,Closed,2026-02-16,2026-02-16
CMP01054,CUST1459,Billing,Issue reported,Closed,2025-08-04,2025-08-04
CMP01055,CUST1280,Network,Issue reported,Open,2025-11-29,2025-11-29
CMP01056,CUST0014,Billing,Issue reported,Closed,2025-06-29,2025-06-29
CMP01057,CUST0213,Network,Issue reported,Open,2025-10-19,2025-10-19
CMP01058,CUST1556,Service,Issue reported,Open,2025-11-16,2025-11-16
CMP01059,CUST1637,Billing,Issue reported,Open,2026-03-26,2026-03-26
CMP01060,CUST1866,Network,Issue reported,Open,2025-08-16,2025-08-16
CMP01061,CUST1017,Network,Issue reported,Closed,2025-09-25,2025-09-25
CMP01062,CUST1917,Billing,Issue reported,Closed,2026-01-09,2026-01-09
CMP01063,CUST1911,Network,Issue reported,Closed,2025-05-29,2025-05-29
CMP01064,CUST1510,Billing,Issue reported,Closed,2025-11-14,2025-11-14
CMP01065,CUST1303,Service,Issue reported,Closed,2026-01-30,2026-01-30
CMP01066,CUST1122,Network,Issue reported,Open,2025-11-15,2025-11-15
CMP01067,CUST1595,Network,Issue reported,Closed,2026-04-14,2026-04-14
CMP01068,CUST1574,Service,Issue reported,Closed,2026-02-23,2026-02-23
CMP01069,CUST0004,Service,Issue reported,Open,2026-01-03,2026-01-03
CMP01070,CUST1254,Service,Issue reported,Open,2025-06-21,2025-06-21
CMP01071,CUST0749,Billing,Issue reported,Open,2025-12-17,2025-12-17
CMP01072,CUST1601,Service,Issue reported,Open,2025-10-09,2025-10-09
CMP01073,CUST0468,Network,Issue reported,Closed,2025-09-30,2025-09-30
CMP01074,CUST1249,Service,Issue reported,Open,2025-06-16,2025-06-16
CMP01075,CUST1669,Network,Issue reported,Closed,2026-02-18,2026-02-18
CMP01076,CUST0233,Billing,Issue reported,Closed,2026-02-14,2026-02-14
CMP01077,CUST0528,Service,Issue reported,Closed,2025-12-22,2025-12-22
CMP01078,CUST1576,Network,Issue reported,Closed,2025-11-08,2025-11-08
