recharge_id,customer_id,recharge_date,amount,payment_mode
REC01144,CUST0218,2025-10-13,299,NetBanking
REC01145,CUST1826,2025-11-30,249,NetBanking
REC01146,CUST0746,2025-04-30,399,Card
REC01147,CUST1889,2025-09-29,249,Card
REC01148,CUST0327,2025-06-16,249,NetBanking
REC01149,CUST0869,2025-06-15,149,UPI
REC01150,CUST1353,2025-05-26,299,NetBanking
REC01151,CUST0956,2025-10-15,249,UPI
REC01152,CUST0962,2025-07-25,199,UPI
REC01153,CUST0546,2026-03-20,149,Card
REC01154,CUST1826,2025-12-02,149,UPI
REC01155,CUST1861,2026-01-30,149,Card
REC01156,CUST1469,2025-11-06,199,Card
REC01157,CUST1206,2025-11-24,249,UPI
REC01158,CUST0592,2026-03-23,399,NetBanking
REC01159,CUST0575,2025-12-19,249,UPI
REC01160,CUST0935,2026-02-09,249,NetBanking
REC01161,CUST1811,2026-01-06,149,UPI
REC01162,CUST0467,2025-08-25,249,Card
REC01163,CUST0063,2025-09-29,299,Card
REC01164,CUST1237,2025-09-29,249,NetBanking
REC01165,CUST0413,2025-04-21,249,UPI
REC01166,CUST1990,2026-04-03,249,NetBanking
REC01167,CUST1519,2025-10-23,399,NetBanking
REC01168,CUST0801,2026-02-01,249,UPI
REC01169,CUST1735,2025-04-21,299,UPI
REC01170,CUST0384,2025-12-17,249,Card
REC01171,CUST1754,2025-09-11,249,NetBanking
REC01172,CUST1020,2025-04-28,199,UPI
REC01173,CUST0552,2026-01-10,199,UPI
REC01174,CUST0158,2025-06-10,199,NetBanking
REC01175,CUST0392,2026-03-21,249,Card
REC01176,CUST0633,2025-04-24,199,NetBanking
REC01177,CUST0788,2025-06-09,399,UPI
REC01178,CUST0056,2025-08-10,149,Card
REC01179,CUST1726,2026-01-19,249,UPI
REC01180,CUST1180,2026-03-22,149,Card
REC01181,CUST0743,2025-10-01,399,Card
REC01182,CUST1329,2025-07-16,199,UPI
REC01183,CUST1836,2026-04-15,149,UPI
REC01184,CUST0198,2025-06-10,249,NetBanking
REC01185,CUST0638,2025-08-06,199,Card
REC01186,CUST1283,2026-02-05,299,Card
REC01187,CUST0545,2026-01-05,299,UPI
REC01188,CUST0910,2025-04-22,299,Card
REC01189,CUST0918,2025-08-26,199,NetBanking
REC01190,CUST0196,2025-11-19,249,Card
REC01191,CUST0770,2025-11-09,299,Card
REC01192,CUST0657,2025-12-06,249,Card
REC01193,CUST1490,2025-07-16,399,Card
REC01194,CUST1745,2025-11-24,399,Card
REC01195,CUST1875,2026-03-03,299,UPI
REC01196,CUST0427,2025-10-19,149,Card
REC01197,CUST0208,2026-01-29,149,Card
REC01198,CUST1428,2025-08-26,199,Card
REC01199,CUST0818,2026-02-03,299,UPI
REC01200,CUST1389,2025-06-26,299,NetBanking
REC01201,CUST0337,2025-09-18,149,UPI
REC01202,CUST1239,2025-12-10,299,NetBanking
REC01203,CUST0178,2025-09-13,249,UPI
REC01204,CUST0752,2026-04-18,249,UPI
REC01205,CUST0951,2025-11-17,399,NetBanking
REC01206,CUST0008,2025-11-30,199,Card
REC01207,CUST0043,2026-01-17,149,NetBanking
REC01208,CUST0313,2026-02-17,249,NetBanking
REC01209,CUST0034,2025-11-04,149,UPI
REC01210,CUST0736,2026-01-04,149,UPI
REC01211,CUST1199,2026-02-19,299,Card
REC01212,CUST0484,2025-07-27,399,Card
REC01213,CUST1273,2026-01-03,199,UPI
REC01214,CUST0182,2026-03-16,299,Card
REC01215,CUST0986,2026-03-31,199,Card
REC01216,CUST0540,2025-12-29,299,NetBanking
REC01217,CUST1722,2026-01-10,249,NetBanking
REC01218,CUST1592,2025-07-05,199,Card
REC01219,CUST1509,2025-10-20,299,NetBanking
REC01220,CUST0465,2025-09-04,299,Card
REC01221,CUST1394,2026-03-14,249,Card
REC01222,CUST0443,2025-11-29,199,UPI
REC01223,CUST1045,2025-10-18,299,UPI
REC01224,CUST0147,2025-06-22,149,Card
REC01225,CUST1212,2025-05-13,299,NetBanking
REC01226,CUST0505,2025-10-27,299,Card
REC01227,CUST1099,2025-07-19,199,Card
REC01228,CUST1828,2025-08-31,299,NetBanking
REC01229,CUST1150,2025-12-24,249,UPI
REC01230,CUST1649,2025-08-18,399,NetBanking
REC01231,CUST1978,2025-08-20,399,Card
REC01232,CUST0266,2026-02-14,249,UPI
REC01233,CUST0456,2025-09-11,249,UPI
REC01234,CUST0107,2026-03-02,399,UPI
REC01235,CUST1228,2025-08-24,299,NetBanking
REC01236,CUST1922,2026-04-11,299,UPI
REC01237,CUST0634,2025-11-03,199,UPI
REC01238,CUST0266,2026-01-09,249,NetBanking
REC01239,CUST0740,2025-12-28,299,UPI
REC01240,CUST0216,2025-09-03,199,Card
REC01241,CUST0896,2025-06-04,149,Card
REC01242,CUST0632,2025-05-05,199,NetBanking
REC01243,CUST0153,2025-09-07,249,NetBanking
REC01244,CUST1647,2025-05-03,399,NetBanking
REC01245,CUST0427,2025-11-06,199,NetBanking
REC01246,CUST1642,2025-04-24,199,Card
REC01247,CUST1823,2025-10-14,249,Card
REC01248,CUST1545,2025-05-05,399,Card
REC01249,CUST1170,2025-05-09,149,NetBanking
REC01250,CUST0067,2025-08-21,199,NetBanking
REC01251,CUST0509,2025-10-18,199,Card
REC01252,CUST0863,2026-01-27,199,Card
REC01253,CUST1614,2025-10-16,199,UPI
REC01254,CUST0204,2025-11-05,199,NetBanking
REC01255,CUST0747,2025-08-22,299,NetBanking
REC01256,CUST1949,2025-09-21,199,UPI
REC01257,CUST1174,2025-08-08,149,UPI
REC01258,CUST1444,2026-04-12,399,Card
REC01259,CUST1525,2025-05-29,299,NetBanking
REC01260,CUST0866,2026-01-26,299,UPI
REC01261,CUST0236,2025-06-01,399,Card
REC01262,CUST1419,2026-03-15,149,Card
REC01263,CUST0058,2025-05-06,149,UPI
REC01264,CUST0386,2025-06-06,399,UPI
REC01265,CUST0993,2025-10-10,299,NetBanking
REC01266,CUST0124,2025-12-21,399,UPI
REC01267,CUST0074,2025-12-19,199,NetBanking
REC01268,CUST1420,2025-07-29,399,Card
REC01269,CUST1023,2025-09-12,149,UPI
REC01270,CUST1808,2025-08-27,149,UPI
REC01271,CUST1074,2025-04-23,149,NetBanking
REC01272,CUST0499,2026-03-03,299,NetBanking
REC01273,CUST1097,2026-01-31,249,Card
REC01274,CUST0362,2026-02-25,199,NetBanking
REC01275,CUST0448,2025-12-13,299,NetBanking
REC01276,CUST1672,2026-03-28,149,UPI
REC01277,CUST1275,2026-02-09,249,UPI
REC01278,CUST0433,2026-01-05,299,Card
REC01279,CUST1437,2025-09-02,299,UPI
REC01280,CUST1287,2025-11-30,299,NetBanking
REC01281,CUST0810,2025-06-28,199,Card
REC01282,CUST0083,2025-08-24,249,NetBanking
REC01283,CUST1602,2025-12-17,249,NetBanking
REC01284,CUST0220,2026-03-27,199,NetBanking
REC01285,CUST0051,2025-09-26,199,NetBanking
REC01286,CUST1167,2025-11-07,199,UPI
REC01287,CUST1575,2025-07-18,149,NetBanking
REC01288,CUST0797,2025-10-26,399,Card
REC01289,CUST0574,2025-05-10,199,NetBanking
REC01290,CUST0089,2025-10-26,299,Card
REC01291,CUST0390,2025-06-02,149,Card
REC01292,CUST1226,2026-03-01,149,Card
REC01293,CUST1897,2025-06-16,299,UPI
REC01294,CUST0828,2026-04-04,149,Card
REC01295,CUST0027,2026-02-12,399,UPI
REC01296,CUST0730,2025-08-03,299,UPI
REC01297,CUST0043,2025-05-16,149,NetBanking
REC01298,CUST1619,2025-09-03,199,UPI
REC01299,CUST1023,2025-07-15,299,Card
REC01300,CUST0485,2026-04-07,299,Card
REC01301,CUST0958,2025-09-11,249,Card
REC01302,CUST1007,2025-04-29,249,UPI
REC01303,CUST0122,2025-05-05,149,NetBanking
REC01304,CUST0726,2026-04-05,249,UPI
REC01305,CUST0415,2026-02-22,299,NetBanking
REC01306,CUST1010,2026-04-12,399,UPI
REC01307,CUST0166,2025-07-18,149,Card
REC01308,CUST0485,2025-07-07,149,NetBanking
REC01309,CUST0007,2026-03-07,149,NetBanking
REC01310,CUST0298,2026-04-11,199,NetBanking
REC01311,CUST1393,2025-06-20,149,NetBanking
REC01312,CUST1508,2026-01-05,199,Card
REC01313,CUST0616,2025-04-21,199,UPI
REC01314,CUST1696,2025-09-29,399,Card
REC01315,CUST1902,2025-05-04,399,UPI
REC01316,CUST0184,2025-09-14,399,NetBanking
REC01317,CUST0964,2025-06-11,199,UPI
REC01318,CUST0875,2025-10-25,149,NetBanking
REC01319,CUST1904,2025-06-26,399,UPI
REC01320,CUST0326,2026-01-03,399,UPI
REC01321,CUST1620,2025-07-25,149,Card
REC01322,CUST0580,2026-01-16,249,Card
REC01323,CUST0280,2026-03-21,399,NetBanking
REC01324,CUST0463,2025-06-26,199,NetBanking
REC01325,CUST1065,2025-07-01,149,Card
REC01326,CUST0983,2025-06-04,149,NetBanking
REC01327,CUST0640,2025-05-24,249,Card
REC01328,CUST0202,2025-12-17,149,NetBanking
REC01329,CUST0178,2026-03-21,149,NetBanking
REC01330,CUST1626,2025-07-24,199,Card
REC01331,CUST0853,2025-12-26,199,NetBanking
REC01332,CUST1381,2026-03-19,199,Card
REC01333,CUST0852,2025-06-06,299,Card
REC01334,CUST1387,2025-11-19,299,UPI
REC01335,CUST0638,2025-07-30,299,NetBanking
REC01336,CUST1581,2025-08-13,149,Card
REC01337,CUST1776,2026-03-26,399,Card
REC01338,CUST1100,2025-04-30,149,NetBanking
REC01339,CUST1132,2025-12-14,249,Card
REC01340,CUST0753,2025-12-18,249,NetBanking
REC01341,CUST1085,2025-07-09,299,UPI
REC01342,CUST1792,2025-08-14,249,UPI
REC01343,CUST0110,2025-04-24,249,UPI
REC01344,CUST1698,2025-11-28,399,UPI
REC01345,CUST0969,2025-06-04,299,NetBanking
REC01346,CUST1544,2026-04-13,299,UPI
REC01347,CUST0806,2025-09-22,399,UPI
REC01348,CUST0444,2025-09-23,249,NetBanking
REC01349,CUST1477,2026-03-26,399,Card
REC01350,CUST1185,2025-11-30,249,Card
REC01351,CUST0613,2025-06-26,199,Card
REC01352,CUST1794,2026-02-20,149,NetBanking
REC01353,CUST0591,2025-09-22,249,NetBanking
REC01354,CUST1940,2025-09-19,399,Card
REC01355,CUST1580,2026-01-12,399,NetBanking
REC01356,CUST1620,2026-01-11,199,NetBanking
REC01357,CUST1138,2025-06-01,399,UPI
REC01358,CUST1722,2025-05-18,149,NetBanking
REC01359,CUST0334,2025-08-09,199,NetBanking
REC01360,CUST1642,2025-09-03,149,Card
REC01361,CUST1539,2025-07-27,399,NetBanking
REC01362,CUST1077,2025-10-08,149,NetBanking
REC01363,CUST1015,2025-10-14,199,Card
REC01364,CUST1786,2026-01-22,149,Card
REC01365,CUST1320,2025-10-25,399,UPI
REC01366,CUST0546,2025-10-17,149,UPI
REC01367,CUST1981,2025-07-10,149,Card
REC01368,CUST0407,2025-09-15,249,UPI
REC01369,CUST0448,2025-05-20,299,UPI
REC01370,CUST1436,2025-11-25,199,NetBanking
REC01371,CUST1532,2025-12-03,299,Card
REC01372,CUST1665,2025-08-06,399,Card
REC01373,CUST0777,2025-05-07,249,NetBanking
REC01374,CUST0135,2025-07-09,299,UPI
REC01375,CUST0825,2026-02-25,199,NetBanking
REC01376,CUST1902,2026-03-22,249,UPI
REC01377,CUST0696,2025-05-09,249,UPI
REC01378,CUST1564,2025-10-02,249,Card
REC01379,CUST1494,2026-01-05,299,UPI
REC01380,CUST0542,2025-06-17,249,Card
REC01381,CUST1695,2025-06-11,249,Card
REC01382,CUST0031,2026-03-18,249,UPI
REC01383,CUST0987,2025-11-17,149,Card
REC01384,CUST1211,2025-06-18,199,UPI
REC01385,CUST0566,2025-05-30,399,UPI
REC01386,CUST0919,2026-02-04,199,NetBanking
REC01387,CUST1720,2025-07-27,149,UPI
REC01388,CUST1705,2026-04-15,249,NetBanking
REC01389,CUST1339,2026-04-10,399,Card
REC01390,CUST1486,2026-02-03,399,Card
REC01391,CUST1949,2025-12-08,149,UPI
REC01392,CUST0768,2025-09-23,399,NetBanking
REC01393,CUST1040,2025-09-01,399,Card
REC01394,CUST0252,2026-01-24,399,UPI
REC01395,CUST0575,2025-10-13,299,Card
REC01396,CUST1991,2025-06-23,249,Card
REC01397,CUST0522,2025-05-13,399,UPI
REC01398,CUST0647,2025-06-22,199,Card
REC01399,CUST0319,2025-09-29,299,Card
REC01400,CUST1877,2026-01-04,299,NetBanking
REC01401,CUST0043,2025-07-12,299,NetBanking
REC01402,CUST0873,2025-05-21,249,NetBanking
REC01403,CUST0975,2026-01-19,299,NetBanking
REC01404,CUST0026,2025-10-25,199,Card
REC01405,CUST0775,2025-06-22,199,Card
REC01406,CUST1646,2025-09-12,249,Card
REC01407,CUST0642,2025-07-12,149,Card
REC01408,CUST0489,2025-10-04,149,NetBanking
REC01409,CUST0482,2026-03-16,299,Card
REC01410,CUST1698,2026-03-06,149,UPI
REC01411,CUST1361,2025-12-12,399,UPI
REC01412,CUST0165,2026-02-05,299,UPI
REC01413,CUST0099,2025-05-16,399,Card
REC01414,CUST0420,2026-04-17,199,Card
REC01415,CUST0662,2025-05-08,249,NetBanking
REC01416,CUST1383,2026-04-10,299,NetBanking
REC01417,CUST0514,2026-03-25,249,Card
REC01418,CUST1622,2026-02-04,249,NetBanking
REC01419,CUST0075,2026-03-29,199,UPI
REC01420,CUST0906,2025-11-23,249,Card
REC01421,CUST1264,2025-09-11,299,Card
REC01422,CUST0157,2025-09-23,249,Card
REC01423,CUST1994,2025-10-29,199,UPI
REC01424,CUST1299,2025-12-23,149,UPI
REC01425,CUST1609,2025-07-07,249,NetBanking
REC01426,CUST0917,2025-05-28,249,NetBanking
REC01427,CUST1576,2025-07-08,399,NetBanking
REC01428,CUST1096,2025-07-29,249,Card
REC01429,CUST0273,2025-07-11,249,UPI
REC01430,CUST1316,2025-11-18,249,Card
REC01431,CUST0966,2025-06-22,199,Card
REC01432,CUST1089,2026-02-25,149,NetBanking
REC01433,CUST1831,2026-03-13,149,Card
REC01434,CUST0749,2025-10-04,249,Card
REC01435,CUST0988,2025-10-19,249,NetBanking
REC01436,CUST1965,2025-07-23,299,UPI
REC01437,CUST0549,2025-10-26,399,Card
REC01438,CUST1040,2025-12-30,399,NetBanking
REC01439,CUST0976,2025-05-23,249,UPI
REC01440,CUST0724,2025-12-05,149,Card
REC01441,CUST0457,2025-05-23,249,NetBanking
REC01442,CUST1468,2025-06-02,149,NetBanking
REC01443,CUST0025,2025-11-13,199,UPI
REC01444,CUST1491,2026-04-17,249,Card
REC01445,CUST0449,2026-04-15,149,NetBanking
REC01446,CUST0074,2026-03-18,149,NetBanking
REC01447,CUST0488,2025-08-24,149,UPI
REC01448,CUST1585,2025-07-11,299,UPI
REC01449,CUST1096,2025-09-12,149,NetBanking
REC01450,CUST1809,2026-03-11,199,NetBanking
REC01451,CUST1598,2025-08-08,249,UPI
REC01452,CUST0165,2025-12-02,199,Card
REC01453,CUST0232,2026-02-10,149,Card
REC01454,CUST0755,2025-10-15,149,NetBanking
REC01455,CUST0577,2026-01-22,399,Card
REC01456,CUST1214,2025-12-26,249,Card
REC01457,CUST1025,2026-01-21,249,Card
REC01458,CUST1201,2025-12-01,249,Card
REC01459,CUST1258,2025-06-08,299,UPI
REC01460,CUST1670,2026-03-03,399,Card
REC01461,CUST1028,2025-11-27,399,UPI
REC01462,CUST1378,2025-08-04,149,Card
REC01463,CUST1618,2025-09-22,399,NetBanking
REC01464,CUST0967,2025-11-10,199,NetBanking
REC01465,CUST1138,2025-10-22,249,NetBanking
REC01466,CUST1896,2025-12-23,399,Card
REC01467,CUST1958,2025-12-12,199,NetBanking
REC01468,CUST0732,2025-05-05,299,Card
REC01469,CUST0845,2025-07-10,399,NetBanking
REC01470,CUST1751,2026-03-19,199,UPI
REC01471,CUST1326,2025-06-16,149,Card
REC01472,CUST0190,2025-04-21,149,NetBanking
REC01473,CUST0918,2025-07-05,149,UPI
REC01474,CUST1744,2026-04-14,399,UPI
REC01475,CUST0648,2026-01-02,399,NetBanking
REC01476,CUST0632,2025-07-02,149,Card
REC01477,CUST0216,2025-07-29,399,NetBanking
REC01478,CUST1599,2025-06-19,199,Card
REC01479,CUST0594,2025-12-18,149,UPI
REC01480,CUST1081,2025-08-16,399,Card
REC01481,CUST1811,2026-04-13,149,NetBanking
REC01482,CUST0205,2025-10-27,199,Card
REC01483,CUST0069,2025-12-28,249,UPI
REC01484,CUST1372,2025-10-11,249,NetBanking
REC01485,CUST1837,2025-05-25,249,Card
REC01486,CUST0449,2025-08-13,199,Card
REC01487,CUST0444,2026-03-03,249,NetBanking
REC01488,CUST0942,2025-06-13,399,NetBanking
REC01489,CUST0095,2026-03-13,199,UPI
REC01490,CUST0198,2026-02-02,299,Card
REC01491,CUST1134,2025-11-04,249,NetBanking
REC01492,CUST1688,2025-09-24,299,UPI
REC01493,CUST1853,2025-08-04,149,UPI
REC01494,CUST1382,2025-09-26,399,Card
REC01495,CUST1361,2025-08-02,249,UPI
REC01496,CUST1002,2025-05-30,249,NetBanking
REC01497,CUST0896,2025-06-12,149,UPI
REC01498,CUST1738,2025-09-14,199,UPI
REC01499,CUST1965,2025-08-27,249,UPI
REC01500,CUST1827,2025-09-03,199,NetBanking
REC01501,CUST0647,2025-11-27,149,UPI
REC01502,CUST1014,2025-07-04,299,NetBanking
REC01503,CUST1439,2025-10-03,399,Card
REC01504,CUST0316,2026-03-19,249,NetBanking
REC01505,CUST1611,2026-01-15,149,NetBanking
REC01506,CUST0553,2025-11-21,299,NetBanking
REC01507,CUST1754,2026-02-18,149,NetBanking
REC01508,CUST1109,2026-04-13,299,NetBanking
REC01509,CUST0211,2025-07-10,199,Card
REC01510,CUST1507,2025-08-08,199,NetBanking
REC01511,CUST1294,2025-10-16,399,NetBanking
REC01512,CUST1094,2026-02-19,149,NetBanking
REC01513,CUST0781,2025-09-22,149,UPI
REC01514,CUST1112,2025-10-12,399,NetBanking
REC01515,CUST0259,2026-01-03,149,NetBanking
REC01516,CUST0323,2025-12-07,149,UPI
REC01517,CUST0928,2025-06-07,149,NetBanking
REC01518,CUST0376,2025-07-03,199,Card
REC01519,CUST0409,2025-09-01,399,NetBanking
REC01520,CUST1634,2026-01-08,299,Card
REC01521,CUST1946,2026-01-24,299,Card
REC01522,CUST1283,2025-07-11,299,Card
REC01523,CUST1079,2026-01-19,149,NetBanking
REC01524,CUST0908,2025-08-19,199,NetBanking
REC01525,CUST0785,2025-10-13,199,UPI
REC01526,CUST0570,2026-01-06,149,NetBanking
REC01527,CUST1925,2025-04-22,149,NetBanking
REC01528,CUST0808,2025-06-19,399,Card
REC01529,CUST0649,2025-05-11,249,UPI
REC01530,CUST0106,2025-09-28,399,UPI
REC01531,CUST1124,2025-07-18,249,NetBanking
REC01532,CUST0682,2025-11-03,299,NetBanking
REC01533,CUST0602,2025-06-06,149,Card
REC01534,CUST0725,2025-12-15,149,UPI
REC01535,CUST0822,2025-08-21,399,UPI
REC01536,CUST0818,2025-04-24,249,NetBanking
REC01537,CUST0149,2025-05-15,199,NetBanking
REC01538,CUST0792,2025-07-01,249,UPI
REC01539,CUST1007,2025-10-14,249,UPI
REC01540,CUST1728,2025-05-17,249,NetBanking
REC01541,CUST1707,2025-05-23,199,NetBanking
REC01542,CUST1934,2025-07-19,299,Card
REC01543,CUST0345,2026-03-22,249,Card
REC01544,CUST1638,2026-04-07,399,UPI
REC01545,CUST1830,2025-09-08,149,NetBanking
REC01546,CUST1290,2025-04-28,299,UPI
REC01547,CUST1247,2025-09-05,249,NetBanking
REC01548,CUST0609,2026-04-14,299,UPI
REC01549,CUST1747,2026-04-10,249,NetBanking
REC01550,CUST0223,2026-04-05,299,NetBanking
REC01551,CUST1581,2026-02-06,149,UPI
REC01552,CUST1940,2025-07-26,149,NetBanking
REC01553,CUST1365,2025-05-01,399,NetBanking
REC01554,CUST1913,2025-08-31,249,UPI
REC01555,CUST0266,2025-07-16,249,Card
REC01556,CUST0367,2025-06-23,249,NetBanking
REC01557,CUST1414,2026-01-13,299,UPI
REC01558,CUST1826,2025-12-21,399,Card
REC01559,CUST1707,2025-09-05,199,NetBanking
REC01560,CUST1832,2026-01-30,199,Card
REC01561,CUST0223,2025-04-30,399,NetBanking
REC01562,CUST1421,2025-07-07,149,Card
REC01563,CUST1433,2026-02-02,249,UPI
REC01564,CUST1797,2025-09-13,199,NetBanking
REC01565,CUST1141,2025-08-29,149,NetBanking
REC01566,CUST0352,2025-06-15,249,NetBanking
REC01567,CUST1359,2025-07-03,399,Card
REC01568,CUST1378,2025-09-29,199,Card
REC01569,CUST0359,2026-03-15,399,UPI
REC01570,CUST0107,2025-09-26,199,NetBanking
REC01571,CUST1372,2026-04-14,199,NetBanking
REC01572,CUST1516,2025-10-03,299,Card
REC01573,CUST1906,2025-11-30,249,NetBanking
REC01574,CUST0208,2025-08-25,199,UPI
REC01575,CUST0588,2026-04-10,199,NetBanking
REC01576,CUST0078,2026-02-01,249,Card
REC01577,CUST0581,2025-10-12,199,UPI
REC01578,CUST1080,2025-04-29,299,NetBanking
REC01579,CUST0560,2025-06-07,149,Card
REC01580,CUST0239,2026-04-21,399,UPI
REC01581,CUST0089,2025-11-10,149,UPI
REC01582,CUST1090,2025-11-14,199,Card
REC01583,CUST0174,2025-08-22,249,Card
REC01584,CUST0553,2025-05-19,149,NetBanking
REC01585,CUST1737,2025-05-27,149,Card
REC01586,CUST0783,2025-11-23,399,UPI
REC01587,CUST1844,2025-08-02,199,UPI
REC01588,CUST0297,2025-09-15,299,Card
REC01589,CUST1538,2025-11-17,149,Card
REC01590,CUST0501,2025-05-26,299,NetBanking
REC01591,CUST0411,2025-09-05,299,Card
REC01592,CUST0307,2025-05-30,149,Card
REC01593,CUST0327,2026-02-15,399,NetBanking
REC01594,CUST0816,2026-02-15,149,UPI
REC01595,CUST1054,2025-09-10,149,NetBanking
REC01596,CUST0232,2025-06-15,149,UPI
REC01597,CUST1950,2025-06-28,299,Card
REC01598,CUST0607,2026-04-04,199,Card
REC01599,CUST0411,2025-12-30,199,Card
REC01600,CUST1049,2025-05-29,249,NetBanking
REC01601,CUST1549,2025-11-14,399,Card
REC01602,CUST1879,2025-10-10,249,UPI
REC01603,CUST1075,2026-03-09,399,NetBanking
REC01604,CUST0023,2025-10-11,149,UPI
REC01605,CUST0736,2026-03-14,299,UPI
REC01606,CUST0195,2025-10-28,399,UPI
REC01607,CUST0617,2026-04-15,149,NetBanking
REC01608,CUST1445,2025-05-10,149,Card
REC01609,CUST0322,2026-04-21,249,UPI
REC01610,CUST0804,2025-11-21,299,NetBanking
REC01611,CUST0007,2026-03-04,399,NetBanking
REC01612,CUST0528,2025-10-16,149,NetBanking
REC01613,CUST1702,2025-08-30,149,NetBanking
REC01614,CUST1834,2026-01-23,149,NetBanking
REC01615,CUST1046,2025-11-30,299,NetBanking
REC01616,CUST0612,2026-02-20,249,UPI
REC01617,CUST1875,2025-05-07,399,NetBanking
REC01618,CUST0005,2026-02-15,199,Card
REC01619,CUST0209,2026-01-10,199,UPI
REC01620,CUST1344,2025-07-24,199,Card
REC01621,CUST1042,2025-12-25,199,NetBanking
REC01622,CUST0410,2025-10-01,399,Card
REC01623,CUST0696,2026-04-18,249,NetBanking
REC01624,CUST0075,2025-08-18,149,Card
REC01625,CUST1442,2025-12-15,199,Card
REC01626,CUST0501,2026-03-19,149,Card
REC01627,CUST0867,2025-10-30,299,Card
REC01628,CUST0145,2025-08-12,399,UPI
REC01629,CUST1634,2026-02-09,299,Card
REC01630,CUST0544,2026-02-06,299,Card
REC01631,CUST1975,2026-01-21,299,NetBanking
REC01632,CUST0136,2025-10-17,199,UPI
REC01633,CUST1718,2025-12-23,249,UPI
REC01634,CUST1558,2025-10-09,249,UPI
REC01635,CUST1166,2025-07-07,399,NetBanking
REC01636,CUST0775,2025-12-13,299,NetBanking
REC01637,CUST1194,2026-03-01,149,NetBanking
REC01638,CUST0373,2025-12-14,299,UPI
REC01639,CUST0468,2025-06-14,149,NetBanking
REC01640,CUST0936,2025-11-24,399,Card
REC01641,CUST1911,2025-09-30,399,Card
REC01642,CUST0498,2025-12-07,199,Card
REC01643,CUST1174,2025-06-18,199,NetBanking
REC01644,CUST0101,2026-01-31,199,Card
REC01645,CUST0830,2026-04-21,399,Card
REC01646,CUST0902,2026-02-12,149,Card
REC01647,CUST0261,2026-04-03,399,UPI
REC01648,CUST1460,2025-07-23,299,Card
REC01649,CUST1890,2025-07-30,399,NetBanking
REC01650,CUST0493,2025-09-27,299,Card
REC01651,CUST0579,2025-05-02,199,UPI
REC01652,CUST1722,2025-09-28,249,UPI
REC01653,CUST0920,2026-04-15,399,UPI
REC01654,CUST1855,2025-10-31,399,NetBanking
REC01655,CUST1571,2025-09-22,249,NetBanking
REC01656,CUST0635,2025-12-16,299,NetBanking
REC01657,CUST0044,2026-03-22,249,Card
REC01658,CUST1388,2025-07-21,249,Card
REC01659,CUST0892,2025-12-06,399,NetBanking
REC01660,CUST1246,2026-01-30,149,UPI
REC01661,CUST1148,2025-07-01,399,UPI
REC01662,CUST1465,2026-02-05,299,NetBanking
REC01663,CUST0505,2025-08-25,299,Card
REC01664,CUST0535,2025-11-28,299,UPI
REC01665,CUST0823,2025-04-23,249,Card
REC01666,CUST0539,2026-01-01,149,UPI
REC01667,CUST1661,2025-06-11,249,Card
REC01668,CUST1703,2026-01-28,299,UPI
REC01669,CUST0355,2025-07-12,399,Card
REC01670,CUST1338,2025-10-07,299,NetBanking
REC01671,CUST0560,2025-06-22,249,Card
REC01672,CUST1521,2025-06-11,249,NetBanking
REC01673,CUST0212,2025-09-27,299,NetBanking
REC01674,CUST1274,2025-12-14,399,NetBanking
REC01675,CUST1735,2025-07-07,299,NetBanking
REC01676,CUST1874,2025-09-19,399,UPI
REC01677,CUST1525,2025-06-15,399,Card
REC01678,CUST0933,2026-03-03,399,Card
REC01679,CUST1719,2025-11-14,249,NetBanking
REC01680,CUST1134,2025-11-09,399,NetBanking
REC01681,CUST0071,2025-05-11,249,Card
REC01682,CUST1500,2025-12-31,249,UPI
REC01683,CUST0041,2026-01-07,199,NetBanking
REC01684,CUST0425,2025-09-28,149,NetBanking
REC01685,CUST0307,2025-12-09,249,NetBanking
REC01686,CUST0010,2025-08-22,199,NetBanking
REC01687,CUST0144,2026-03-11,149,Card
REC01688,CUST0392,2026-03-13,249,Card
REC01689,CUST0219,2026-04-19,249,UPI
REC01690,CUST1549,2025-08-28,149,Card
REC01691,CUST0766,2025-05-09,399,NetBanking
REC01692,CUST1619,2025-10-12,399,NetBanking
REC01693,CUST0318,2026-02-23,199,UPI
REC01694,CUST1202,2026-01-27,399,NetBanking
REC01695,CUST1445,2025-07-15,249,Card
REC01696,CUST1339,2026-02-14,399,NetBanking
REC01697,CUST1518,2025-06-27,399,Card
REC01698,CUST1719,2025-06-22,399,NetBanking
REC01699,CUST1999,2025-08-07,399,UPI
REC01700,CUST0625,2025-11-04,199,UPI
REC01701,CUST0084,2025-12-17,249,Card
REC01702,CUST1099,2025-04-26,399,UPI
REC01703,CUST0217,2025-10-13,249,UPI
REC01704,CUST0103,2025-09-08,149,NetBanking
REC01705,CUST1907,2025-10-04,249,Card
REC01706,CUST0701,2026-03-24,149,NetBanking
REC01707,CUST0599,2025-10-16,399,NetBanking
REC01708,CUST1179,2025-11-19,399,NetBanking
REC01709,CUST1937,2026-02-15,399,UPI
REC01710,CUST0831,2026-03-17,299,UPI
REC01711,CUST1251,2025-07-27,199,NetBanking
REC01712,CUST0390,2025-10-07,149,UPI
REC01713,CUST0713,2025-08-19,399,Card
REC01714,CUST0086,2025-05-17,199,NetBanking
REC01715,CUST0844,2026-02-25,249,NetBanking
